source_id,designation,ra,dec,parallax,parallax_error,parallax_over_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,teff_gspphot,pmra,pmdec,radial_velocity,distance_pc
284694351053495296,Gaia DR3 284694351053495296,77.54926045946644,60.63624008954809,24.630105167954063,0.01737761,1417.3472,10.257188,10.999177,9.422724,1.5764532,4054.7764,35.360059374437434,-154.35463289689864,16.64172,40.60071985811445
5370470885530810496,Gaia DR3 5370470885530810496,174.41850491216573,-48.62413507339803,23.11779403644009,0.015916506,1452.4417,10.257721,11.000533,9.421663,1.5788698,,-521.7941975138973,-151.1183581633607,42.417194,43.256722437431584
4720276230624197504,Gaia DR3 4720276230624197504,44.88344860016533,-64.24167512747586,20.74597473692094,0.013609419,1524.3837,10.259065,10.821745,9.539697,1.2820482,,-91.37971993315585,188.1460040070356,-26.236147,48.20212174559012
3338162729799839104,Gaia DR3 3338162729799839104,83.06025541111765,9.819849871438162,77.13592907940472,0.026556814,2904.5627,10.259625,11.754766,9.057943,2.6968231,3045.9395,-180.3283108626894,-216.75172918493794,,12.964127248283834
3007203682525892096,Gaia DR3 3007203682525892096,97.43794012439663,-6.392400685321687,25.852344303713668,0.016420167,1574.4264,10.2597885,11.072135,9.381535,1.6906004,,-54.08642951390859,92.62497896651625,118.575645,38.6812115857652
4794873039391756416,Gaia DR3 4794873039391756416,88.878636190022,-47.99777577273573,20.920010364956834,0.011512797,1817.1091,10.259866,10.915491,9.488853,1.4266376,4472.267,-47.52581157911005,154.49824750961238,19.5658,47.80112354414043
2055671545182327680,Gaia DR3 2055671545182327680,303.22798145440976,34.28179276537148,31.054690519647355,0.0112717515,2755.09,10.260658,11.065327,9.3804455,1.6848812,,-385.0037432262865,-126.507176678203,-22.037216,32.20125473049975
4654969496256092032,Gaia DR3 4654969496256092032,71.04411298673476,-70.3237255702916,47.52228720879211,0.012545184,3788.09,10.260907,11.348562,9.210219,2.1383429,3632.2952,-120.16182481198338,-65.8351474119331,,21.04275822429249
162781051522771200,Gaia DR3 162781051522771200,62.801646478463326,26.49532484815691,21.064043862947603,0.015272854,1379.182,10.2610035,10.891165,9.502751,1.3884134,4413.109,57.98018408862484,-193.4599266026828,16.228046,47.47426498475135
909612539297481600,Gaia DR3 909612539297481600,123.56877556693811,40.76876299372725,29.07397733565202,0.021557836,1348.6501,10.262624,11.018319,9.420054,1.5982647,,18.62339895531522,104.09010148258456,0.46037075,34.395018901447244
6382693865716893824,Gaia DR3 6382693865716893824,340.1732041974555,-71.5204508396438,36.74629136615945,0.018535178,1982.5161,10.263229,11.156725,9.330044,1.8266811,,-384.91753271905543,-198.85221289529835,32.88503,27.213630622896662
6616054106219878016,Gaia DR3 6616054106219878016,329.7192259159493,-31.083280225707217,21.078519393777796,0.014501386,1453.552,10.263661,10.870939,9.520109,1.3508301,4547.6357,-217.54362455921833,-203.6742531033704,19.755062,47.44166235391238
968155348724797568,Gaia DR3 968155348724797568,97.75405987373138,50.045981339791254,48.57600820823483,0.01698557,2859.84,10.26368,11.342706,9.233782,2.108924,3617.871,-109.5240163565654,-169.0900506320212,7.2223206,20.58629428159713
116261779701601152,Gaia DR3 116261779701601152,43.10429928301713,26.97395163924944,42.793278041158274,0.027309416,1566.9789,10.263844,11.31416,9.247296,2.066864,3432.9287,5.509774661337197,-231.3031231925858,-11.175013,23.36815606970345
746869150345181952,Gaia DR3 746869150345181952,149.95212736930372,33.09220494037155,30.065614264342425,0.41419563,72.58796,10.264005,11.026973,9.28888,1.7380924,,-2.272679864100521,59.78089458858942,-15.973669,33.26058770021512
5729780771399004672,Gaia DR3 5729780771399004672,133.08519506019232,-17.753699596927422,24.90744683630645,0.013279315,1875.6575,10.264256,10.972883,9.450182,1.5227013,,110.81389793995956,-145.36000989195975,-12.265574,40.14863532870602
1002898644851988352,Gaia DR3 1002898644851988352,105.27430047060554,59.83334552045818,45.244092920432145,0.016457476,2749.1514,10.264651,11.181808,9.324263,1.8575459,,-167.70566081150653,13.466838472704948,18.610506,22.10233282295294
513339031009154176,Gaia DR3 513339031009154176,23.600099215864045,65.9640619513814,24.342442271238266,0.013551118,1796.342,10.264684,10.942801,9.472989,1.4698124,,-172.85132477110204,39.832938038692,-21.177729,41.08051233550821
865209105808181504,Gaia DR3 865209105808181504,111.92699687966798,21.45438046497199,29.416011698878545,0.018995,1548.6188,10.26506,11.066884,9.378465,1.6884193,,-54.294707478512876,-117.40788151273753,22.638115,33.995091184918316
1329230706678296448,Gaia DR3 1329230706678296448,246.08840517061682,34.99903429640179,25.969123222328168,0.011901441,2182.015,10.265374,10.949907,9.469256,1.4806509,4369.295,-0.7110107050985435,-12.9624748930134,-21.30684,38.507268475672035
2818639671743861504,Gaia DR3 2818639671743861504,346.7937786553689,17.546056478719247,20.638847064228795,0.016252942,1269.8529,10.265384,10.878888,9.517235,1.3616533,,-76.49902457086691,-165.06695083958886,-26.70167,48.45231891529434
4883263814236435840,Gaia DR3 4883263814236435840,60.676990508006206,-32.73227854535735,32.24166489555735,0.011243323,2867.6277,10.265417,11.139713,9.347101,1.7926121,3910.0293,47.16101582074623,-95.84444841808258,20.304356,31.015768051661382
1566849016414193920,Gaia DR3 1566849016414193920,200.5092890338236,58.45348125766853,21.703193548297115,0.0137896,1573.8813,10.268372,10.9140625,9.500792,1.413271,4389.201,-82.84100160127689,-19.504810797423264,18.118372,46.07616836548289
5114240352186781952,Gaia DR3 5114240352186781952,55.774751597806635,-12.894205178114627,35.2540028523927,0.01873291,1881.9288,10.269075,11.084685,9.389038,1.6956472,4021.2742,-236.40168199306544,30.030760283668048,-53.212227,28.365573242475914
4137734865485308800,Gaia DR3 4137734865485308800,260.6786270878615,-14.961333757276634,32.687913639659484,0.014665606,2228.8826,10.269148,11.127252,9.359277,1.7679749,,-99.76190960598737,-222.43447109516245,-84.839035,30.59234709879811
4846267275186436224,Gaia DR3 4846267275186436224,50.4054114750675,-46.2940063170885,22.95167577552608,0.0105698295,2171.4329,10.269565,10.911032,9.501058,1.4099741,,-27.394388754465268,297.9379081915099,58.30305,43.569803345964125
1131203817792539136,Gaia DR3 1131203817792539136,152.77799769054675,78.4259314513525,20.904902403903115,0.012539527,1667.1204,10.269587,10.890483,9.52158,1.3689032,4467.168,-123.63722048126192,-66.58430750987131,4.365025,47.8356693888842
990629606913592448,Gaia DR3 990629606913592448,108.07239973444564,59.26311290205985,25.689422414881232,0.45225346,56.803154,10.269704,10.89554,9.509233,1.3863068,,82.27944527236069,-296.68364463437126,-69.0234,38.926527185006904
3607932305719586688,Gaia DR3 3607932305719586688,199.52294371740953,-14.781060541357943,34.37000385915555,0.028059997,1224.8755,10.270233,11.092271,9.382559,1.709712,,-332.777782277818,-235.7878882346092,11.993402,29.095137844554472
3774789959807192064,Gaia DR3 3774789959807192064,159.9158018299303,-6.924217819335643,64.19772887955008,0.022410598,2864.6147,10.270334,11.539175,9.153866,2.3853092,3217.182,-717.93552070627,-104.81845472732408,2.9263144,15.576875030520679
6127054869644586112,Gaia DR3 6127054869644586112,186.4901035834103,-48.85472998767372,24.774822106395014,0.064105816,386.46762,10.270641,10.936937,9.477099,1.4598379,,-606.6513608576655,-116.8564440539005,12.952543,40.36355925001271
1783575162113858816,Gaia DR3 1783575162113858816,321.54276566571286,15.289194379256218,20.26385772221722,0.023170382,874.55865,10.270887,10.86146,9.437737,1.4237223,4299.067,103.74513370931491,-11.869763128177745,-62.602367,49.34894498906808
2428543391568696960,Gaia DR3 2428543391568696960,4.421804515188348,-8.682169909185104,31.20416032291624,0.08784704,355.21017,10.271107,11.219391,9.310411,1.9089794,,303.6957135027391,20.63232222670802,6.877373,32.04700878509469
6772521384023709696,Gaia DR3 6772521384023709696,291.1415395356038,-22.064183747175296,36.15214185656445,0.019193038,1883.607,10.271364,11.137341,9.361478,1.7758627,3959.2146,-230.90086043478084,-451.8285797394192,52.3863,27.66087840569871
3410453489023420416,Gaia DR3 3410453489023420416,68.42516726156403,19.01388394635447,20.871118754097125,0.021693328,962.0986,10.271567,10.938479,9.488083,1.4503965,,99.964197711193,-33.840798294853116,39.99191,47.913100001105306
